,state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price,lat,lon
496,Kerala,Kollam,Anchal,Banana,Red Banana,04/03/2019,4700,4900,4800,8.8879509,76.5955013
497,Kerala,Kollam,Anchal,Banana,Robusta,04/03/2019,2300,2500,2400,8.8879509,76.5955013
498,Kerala,Kollam,Anchal,Beetroot,Other,04/03/2019,3100,3300,3200,8.8879509,76.5955013
499,Kerala,Kollam,Anchal,Bhindi(Ladies Finger),Other,04/03/2019,3700,3900,3800,8.8879509,76.5955013
500,Kerala,Kollam,Anchal,Bitter gourd,Other,04/03/2019,6000,6200,6100,8.8879509,76.5955013
501,Kerala,Kollam,Anchal,Bottle gourd,Other,04/03/2019,1200,1400,1300,8.8879509,76.5955013
502,Kerala,Kollam,Anchal,Cabbage,Other,04/03/2019,1500,1700,1600,8.8879509,76.5955013
503,Kerala,Kollam,Anchal,Carrot,Carrot,04/03/2019,5500,5700,5600,8.8879509,76.5955013
504,Kerala,Kollam,Anchal,Cauliflower,Cauliflower,04/03/2019,3500,3700,3600,8.8879509,76.5955013
505,Kerala,Kollam,Anchal,Colacasia,Other,04/03/2019,4000,4200,4100,8.8879509,76.5955013
506,Kerala,Kollam,Anchal,Drumstick,Other,04/03/2019,3400,3600,3500,8.8879509,76.5955013
507,Kerala,Kollam,Anchal,Potato,Other,04/03/2019,1800,2000,1900,8.8879509,76.5955013
508,Kerala,Kollam,Anchal,Pumpkin,Other,04/03/2019,1000,1200,1100,8.8879509,76.5955013
509,Kerala,Kollam,Anchal,Snakeguard,Other,04/03/2019,2200,2400,2300,8.8879509,76.5955013
510,Kerala,Kollam,Chathanoor,Banana,Banana - Ripe,04/03/2019,4000,4400,4200,8.8879509,76.5955013
511,Kerala,Kollam,Chathanoor,Banana,Palayamthodan,04/03/2019,1800,2200,2000,8.8879509,76.5955013
512,Kerala,Kollam,Chathanoor,Banana,Poovan,04/03/2019,4300,4700,4500,8.8879509,76.5955013
513,Kerala,Kollam,Chathanoor,Banana,Red Banana,04/03/2019,4300,4700,4500,8.8879509,76.5955013
514,Kerala,Kollam,Chathanoor,Bhindi(Ladies Finger),Other,04/03/2019,4800,5200,5000,8.8879509,76.5955013
515,Kerala,Kollam,Chathanoor,Brinjal,Other,04/03/2019,3300,3700,3500,8.8879509,76.5955013
516,Kerala,Kollam,Chathanoor,Ginger(Green),Other,04/03/2019,6800,7200,7000,8.8879509,76.5955013
517,Kerala,Kollam,Chathanoor,Little gourd (Kundru),Other,04/03/2019,3800,4200,4000,8.8879509,76.5955013
518,Kerala,Kollam,Chathanoor,Tomato,Other,04/03/2019,3300,3700,3500,8.8879509,76.5955013
519,Kerala,Kollam,Kaliyanchanda,Amaranthus,Amaranthus,04/03/2019,1300,1500,1400,8.8879509,76.5955013
520,Kerala,Kollam,Kaliyanchanda,Banana - Green,Banana - Green,04/03/2019,5500,6000,5800,8.8879509,76.5955013
521,Kerala,Kollam,Kaliyanchanda,Bhindi(Ladies Finger),Bhindi,04/03/2019,4000,4500,4200,8.8879509,76.5955013
522,Kerala,Kollam,Kaliyanchanda,Bitter gourd,Bitter Gourd,04/03/2019,9600,10100,9800,8.8879509,76.5955013
523,Kerala,Kollam,Kaliyanchanda,Cucumbar(Kheera),Cucumbar,04/03/2019,3600,3900,3800,8.8879509,76.5955013
524,Kerala,Kollam,Kaliyanchanda,Elephant Yam (Suran),Elephant Yam (Suran),04/03/2019,3100,3300,3200,8.8879509,76.5955013
525,Kerala,Kollam,Kaliyanchanda,Ginger(Green),Green Ginger,04/03/2019,8500,9000,8800,8.8879509,76.5955013
526,Kerala,Kollam,Kaliyanchanda,Snakeguard,Other,04/03/2019,1700,1900,1800,8.8879509,76.5955013
527,Kerala,Kollam,Kaliyanchanda,Tapioca,Other,04/03/2019,2400,2500,2450,8.8879509,76.5955013
528,Kerala,Kollam,Kaliyanchanda,Turmeric (raw),Other,04/03/2019,2000,2200,2100,8.8879509,76.5955013
529,Kerala,Kottayam,Ettumanoor,Ashgourd,Other,04/03/2019,1300,1400,1400,9.591564,76.5221599
530,Kerala,Kottayam,Ettumanoor,Banana,Banana - Ripe,04/03/2019,3800,3800,3800,9.591564,76.5221599
531,Kerala,Kottayam,Ettumanoor,Banana - Green,Banana - Green,04/03/2019,2000,2100,2100,9.591564,76.5221599
532,Kerala,Kottayam,Ettumanoor,Beetroot,Other,04/03/2019,2100,2200,2200,9.591564,76.5221599
533,Kerala,Kottayam,Ettumanoor,Bhindi(Ladies Finger),Other,04/03/2019,2600,2800,2700,9.591564,76.5221599
534,Kerala,Kottayam,Ettumanoor,Bitter gourd,Other,04/03/2019,3300,3500,3400,9.591564,76.5221599
535,Kerala,Kottayam,Ettumanoor,Brinjal,Other,04/03/2019,2200,2400,2300,9.591564,76.5221599
536,Kerala,Kottayam,Ettumanoor,Cabbage,Other,04/03/2019,2000,2200,2100,9.591564,76.5221599
537,Kerala,Kottayam,Ettumanoor,Carrot,Carrot,04/03/2019,2500,2800,2600,9.591564,76.5221599
538,Kerala,Kottayam,Ettumanoor,Cluster beans,Other,04/03/2019,3300,3500,3400,9.591564,76.5221599
539,Kerala,Kottayam,Ettumanoor,Coconut,Medium,04/03/2019,3500,3700,3600,9.591564,76.5221599
540,Kerala,Kottayam,Ettumanoor,Colacasia,Other,04/03/2019,5500,5700,5700,9.591564,76.5221599
541,Kerala,Kottayam,Ettumanoor,Cucumbar(Kheera),Cucumbar,04/03/2019,1800,2000,2000,9.591564,76.5221599
542,Kerala,Kottayam,Ettumanoor,Drumstick,Drumstick,04/03/2019,5500,5800,5800,9.591564,76.5221599
543,Kerala,Kottayam,Ettumanoor,Elephant Yam (Suran),Other,04/03/2019,2200,2400,2300,9.591564,76.5221599
544,Kerala,Kottayam,Ettumanoor,Ginger(Green),Green Ginger,04/03/2019,8500,8600,8600,9.591564,76.5221599
545,Kerala,Kottayam,Ettumanoor,Green Chilli,Green Chilly,04/03/2019,3600,3800,3800,9.591564,76.5221599
546,Kerala,Kottayam,Ettumanoor,Little gourd (Kundru),Other,04/03/2019,3300,3500,3400,9.591564,76.5221599
547,Kerala,Kottayam,Ettumanoor,Mango (Raw-Ripe),Mango - Raw-Ripe,04/03/2019,3300,3500,3400,9.591564,76.5221599
548,Kerala,Kottayam,Ettumanoor,Onion,Big,04/03/2019,3300,3500,3500,9.591564,76.5221599
549,Kerala,Kottayam,Ettumanoor,Onion,Onion,04/03/2019,1300,1500,1400,9.591564,76.5221599
550,Kerala,Kottayam,Ettumanoor,Potato,Potato,04/03/2019,2800,3000,2800,9.591564,76.5221599
551,Kerala,Kottayam,Ettumanoor,Pumpkin,Pumpkin,04/03/2019,1000,1100,1100,9.591564,76.5221599
552,Kerala,Kottayam,Ettumanoor,Snakeguard,Snakeguard,04/03/2019,1900,2000,1900,9.591564,76.5221599
553,Kerala,Kottayam,Ettumanoor,Tapioca,Tapioca,04/03/2019,2300,2500,2500,9.591564,76.5221599
554,Kerala,Kottayam,Ettumanoor,Tomato,Tomato,04/03/2019,2100,2300,2200,9.591564,76.5221599
555,Kerala,Kottayam,Kottayam,Banana,Banana - Ripe,04/03/2019,3800,4100,4000,9.591564,76.5221599
556,Kerala,Kottayam,Kottayam,Banana,Palayamthodan,04/03/2019,1600,1900,1800,9.591564,76.5221599
557,Kerala,Kottayam,Kottayam,Banana,Poovan,04/03/2019,2800,3100,3000,9.591564,76.5221599
558,Kerala,Malappuram,Kondotty,Amaranthus,Other,04/03/2019,1700,1900,1800,11.10684475,76.10995510466662
559,Kerala,Malappuram,Kondotty,Amla(Nelli Kai),Other,04/03/2019,3700,3900,3800,11.10684475,76.10995510466662
560,Kerala,Malappuram,Kondotty,Amphophalus,Other,04/03/2019,2200,2400,2300,11.10684475,76.10995510466662
561,Kerala,Malappuram,Kondotty,Ashgourd,Other,04/03/2019,1200,1400,1300,11.10684475,76.10995510466662
562,Kerala,Malappuram,Kondotty,Beetroot,Other,04/03/2019,1800,2000,1900,11.10684475,76.10995510466662
563,Kerala,Malappuram,Kondotty,Bhindi(Ladies Finger),Other,04/03/2019,3000,3400,3200,11.10684475,76.10995510466662
564,Kerala,Malappuram,Kondotty,Bitter gourd,Other,04/03/2019,3000,3200,3100,11.10684475,76.10995510466662
565,Kerala,Malappuram,Kondotty,Bottle gourd,Other,04/03/2019,1600,1800,1700,11.10684475,76.10995510466662
566,Kerala,Malappuram,Kondotty,Brinjal,Other,04/03/2019,1800,2000,1900,11.10684475,76.10995510466662
567,Kerala,Malappuram,Kondotty,Cabbage,Other,04/03/2019,1200,1400,1300,11.10684475,76.10995510466662
568,Kerala,Malappuram,Kondotty,Carrot,Other,04/03/2019,2000,2200,2100,11.10684475,76.10995510466662
569,Kerala,Malappuram,Kondotty,Cauliflower,Other,04/03/2019,2000,2200,2100,11.10684475,76.10995510466662
570,Kerala,Malappuram,Kondotty,Cowpea(Veg),Other,04/03/2019,3000,3200,3100,11.10684475,76.10995510466662
571,Kerala,Malappuram,Kondotty,Cucumbar(Kheera),Other,04/03/2019,1200,1400,1300,11.10684475,76.10995510466662
572,Kerala,Malappuram,Kondotty,Drumstick,Other,04/03/2019,6000,6200,6100,11.10684475,76.10995510466662
573,Kerala,Malappuram,Kondotty,French Beans (Frasbean),Other,04/03/2019,3000,3200,3100,11.10684475,76.10995510466662
574,Kerala,Malappuram,Kondotty,Garlic,Other,04/03/2019,7000,7200,7100,11.10684475,76.10995510466662
575,Kerala,Malappuram,Kondotty,Ginger(Green),Other,04/03/2019,8800,9000,8900,11.10684475,76.10995510466662
576,Kerala,Malappuram,Kondotty,Green Chilli,Other,04/03/2019,3000,3200,3100,11.10684475,76.10995510466662
577,Kerala,Malappuram,Kondotty,Lemon,Other,04/03/2019,4000,4200,4100,11.10684475,76.10995510466662
578,Kerala,Malappuram,Kondotty,Onion,Other,04/03/2019,1300,1500,1400,11.10684475,76.10995510466662
579,Kerala,Malappuram,Kondotty,Orange,Other,04/03/2019,5800,6000,5900,11.10684475,76.10995510466662
580,Kerala,Malappuram,Kondotty,Potato,Other,04/03/2019,2000,2200,2100,11.10684475,76.10995510466662
581,Kerala,Malappuram,Kondotty,Pumpkin,Other,04/03/2019,1200,1400,1300,11.10684475,76.10995510466662
582,Kerala,Malappuram,Kondotty,Snakeguard,Other,04/03/2019,1600,1800,1700,11.10684475,76.10995510466662
583,Kerala,Malappuram,Kondotty,Tomato,Other,04/03/2019,1000,1200,1100,11.10684475,76.10995510466662
584,Kerala,Thirssur,Chelakkara,Amaranthus,Other,04/03/2019,1600,1800,1700,10.22573785,76.19826916915775
585,Kerala,Thirssur,Chelakkara,Ashgourd,Other,04/03/2019,1800,2000,1900,10.22573785,76.19826916915775
586,Kerala,Thirssur,Chelakkara,Banana - Green,Other,04/03/2019,4200,4400,4300,10.22573785,76.19826916915775
587,Kerala,Thirssur,Chelakkara,Beetroot,Other,04/03/2019,2000,2200,2100,10.22573785,76.19826916915775
588,Kerala,Thirssur,Chelakkara,Bhindi(Ladies Finger),Other,04/03/2019,2200,2400,2300,10.22573785,76.19826916915775
589,Kerala,Thirssur,Chelakkara,Bitter gourd,Other,04/03/2019,2600,2800,2700,10.22573785,76.19826916915775
590,Kerala,Thirssur,Chelakkara,Brinjal,Other,04/03/2019,1600,1800,1700,10.22573785,76.19826916915775
591,Kerala,Thirssur,Chelakkara,Cabbage,Other,04/03/2019,2000,2200,2100,10.22573785,76.19826916915775
592,Kerala,Thirssur,Chelakkara,Carrot,Other,04/03/2019,3400,3600,3500,10.22573785,76.19826916915775
593,Kerala,Thirssur,Chelakkara,Cauliflower,Other,04/03/2019,3500,3800,3600,10.22573785,76.19826916915775
594,Kerala,Thirssur,Chelakkara,Coconut Seed,Other,04/03/2019,3400,3600,3500,10.22573785,76.19826916915775
595,Kerala,Thirssur,Chelakkara,Cowpea(Veg),Other,04/03/2019,2000,2200,2100,10.22573785,76.19826916915775
596,Kerala,Thirssur,Chelakkara,Cucumbar(Kheera),Other,04/03/2019,2200,2400,2300,10.22573785,76.19826916915775
597,Kerala,Thirssur,Chelakkara,Drumstick,Other,04/03/2019,3000,3300,3200,10.22573785,76.19826916915775
598,Kerala,Thirssur,Chelakkara,Duster Beans,Other,04/03/2019,3500,3800,3600,10.22573785,76.19826916915775
599,Kerala,Thirssur,Chelakkara,Elephant Yam (Suran),Other,04/03/2019,2500,2800,2600,10.22573785,76.19826916915775
600,Kerala,Thirssur,Chelakkara,Ginger(Green),Other,04/03/2019,8000,8400,8200,10.22573785,76.19826916915775
601,Kerala,Thirssur,Chelakkara,Green Chilli,Other,04/03/2019,2000,2200,2100,10.22573785,76.19826916915775
602,Kerala,Thirssur,Chelakkara,Mango (Raw-Ripe),Other,04/03/2019,2000,2200,2100,10.22573785,76.19826916915775
603,Kerala,Thirssur,Chelakkara,Onion,Other,04/03/2019,1800,2000,1900,10.22573785,76.19826916915775
604,Kerala,Thirssur,Chelakkara,Potato,Other,04/03/2019,2500,2800,2600,10.22573785,76.19826916915775
605,Kerala,Thirssur,Chelakkara,Pumpkin,Other,04/03/2019,1600,1800,1700,10.22573785,76.19826916915775
606,Kerala,Thirssur,Chelakkara,Snakeguard,Other,04/03/2019,1800,2000,1900,10.22573785,76.19826916915775
607,Kerala,Thirssur,Chelakkara,Tapioca,Other,04/03/2019,2400,2600,2500,10.22573785,76.19826916915775
608,Kerala,Thirssur,Chelakkara,Tomato,Other,04/03/2019,2000,2200,2100,10.22573785,76.19826916915775
609,Kerala,Thirssur,Irinjalakkuda,Ashgourd,Other,04/03/2019,2200,2200,2200,10.22573785,76.19826916915775
610,Kerala,Thirssur,Irinjalakkuda,Banana,Other,04/03/2019,6000,6000,6000,10.22573785,76.19826916915775
611,Kerala,Thirssur,Irinjalakkuda,Banana - Green,Other,04/03/2019,6200,6200,6200,10.22573785,76.19826916915775
612,Kerala,Thirssur,Irinjalakkuda,Beetroot,Other,04/03/2019,3000,3000,3000,10.22573785,76.19826916915775
613,Kerala,Thirssur,Irinjalakkuda,Bhindi(Ladies Finger),Other,04/03/2019,3200,3200,3200,10.22573785,76.19826916915775
614,Kerala,Thirssur,Irinjalakkuda,Bitter gourd,Other,04/03/2019,4000,4000,4000,10.22573785,76.19826916915775
615,Kerala,Thirssur,Irinjalakkuda,Bottle gourd,Other,04/03/2019,2400,2400,2400,10.22573785,76.19826916915775
616,Kerala,Thirssur,Irinjalakkuda,Brinjal,Other,04/03/2019,2500,2500,2500,10.22573785,76.19826916915775
617,Kerala,Thirssur,Irinjalakkuda,Cabbage,Other,04/03/2019,3000,3000,3000,10.22573785,76.19826916915775
618,Kerala,Thirssur,Irinjalakkuda,Carrot,Other,04/03/2019,3800,3800,3800,10.22573785,76.19826916915775
619,Kerala,Thirssur,Irinjalakkuda,Cauliflower,Other,04/03/2019,2700,2700,2700,10.22573785,76.19826916915775
620,Kerala,Thirssur,Irinjalakkuda,Coconut,Other,04/03/2019,4000,4000,4000,10.22573785,76.19826916915775
621,Kerala,Thirssur,Irinjalakkuda,Cowpea(Veg),Other,04/03/2019,3500,3500,3500,10.22573785,76.19826916915775
622,Kerala,Thirssur,Irinjalakkuda,Cucumbar(Kheera),Other,04/03/2019,2000,2000,2000,10.22573785,76.19826916915775
623,Kerala,Thirssur,Irinjalakkuda,Drumstick,Other,04/03/2019,2600,2600,2600,10.22573785,76.19826916915775
624,Kerala,Thirssur,Irinjalakkuda,Elephant Yam (Suran),Other,04/03/2019,2400,2400,2400,10.22573785,76.19826916915775
625,Kerala,Thirssur,Irinjalakkuda,Ginger(Green),Other,04/03/2019,4000,4000,4000,10.22573785,76.19826916915775
626,Kerala,Thirssur,Irinjalakkuda,Green Chilli,Other,04/03/2019,3500,3500,3500,10.22573785,76.19826916915775
627,Kerala,Thirssur,Irinjalakkuda,Indian Beans (Seam),Other,04/03/2019,4000,4000,4000,10.22573785,76.19826916915775
628,Kerala,Thirssur,Irinjalakkuda,Lemon,Other,04/03/2019,2000,2000,2000,10.22573785,76.19826916915775
629,Kerala,Thirssur,Irinjalakkuda,Mango,Other,04/03/2019,3500,3500,3500,10.22573785,76.19826916915775
630,Kerala,Thirssur,Irinjalakkuda,Onion,Other,04/03/2019,2500,2500,2500,10.22573785,76.19826916915775
631,Kerala,Thirssur,Irinjalakkuda,Potato,Other,04/03/2019,2400,2400,2400,10.22573785,76.19826916915775
632,Kerala,Thirssur,Irinjalakkuda,Pumpkin,Other,04/03/2019,3000,3000,3000,10.22573785,76.19826916915775
633,Kerala,Thirssur,Irinjalakkuda,Tapioca,Other,04/03/2019,4000,4000,4000,10.22573785,76.19826916915775
634,Kerala,Thirssur,Irinjalakkuda,Tomato,Other,04/03/2019,2000,2000,2000,10.22573785,76.19826916915775
635,Kerala,Thirssur,Kodungalloor,Ashgourd,Other,04/03/2019,850,850,850,10.22573785,76.19826916915775
636,Kerala,Thirssur,Kodungalloor,Banana - Green,Other,04/03/2019,3600,3600,3600,10.22573785,76.19826916915775
637,Kerala,Thirssur,Kodungalloor,Beetroot,Other,04/03/2019,2100,2200,2100,10.22573785,76.19826916915775
638,Kerala,Thirssur,Kodungalloor,Bhindi(Ladies Finger),Other,04/03/2019,2300,2300,2300,10.22573785,76.19826916915775
639,Kerala,Thirssur,Kodungalloor,Bitter gourd,Other,04/03/2019,3500,3600,3600,10.22573785,76.19826916915775
640,Kerala,Thirssur,Kodungalloor,Brinjal,Other,04/03/2019,1500,1500,1500,10.22573785,76.19826916915775
641,Kerala,Thirssur,Kodungalloor,Cabbage,Other,04/03/2019,2200,2200,2200,10.22573785,76.19826916915775
642,Kerala,Thirssur,Kodungalloor,Carrot,Other,04/03/2019,2300,2300,2300,10.22573785,76.19826916915775
643,Kerala,Thirssur,Kodungalloor,Drumstick,Other,04/03/2019,2400,2400,2400,10.22573785,76.19826916915775
644,Kerala,Thirssur,Kodungalloor,Elephant Yam (Suran),Other,04/03/2019,1400,1400,1400,10.22573785,76.19826916915775
645,Kerala,Thirssur,Kodungalloor,French Beans (Frasbean),Other,04/03/2019,3000,3000,3000,10.22573785,76.19826916915775
646,Kerala,Thirssur,Kodungalloor,Ginger(Green),Other,04/03/2019,7000,7000,7000,10.22573785,76.19826916915775
647,Kerala,Thirssur,Kodungalloor,Green Chilli,Other,04/03/2019,3700,3800,3800,10.22573785,76.19826916915775
648,Kerala,Thirssur,Kodungalloor,Mango (Raw-Ripe),Other,04/03/2019,3000,3000,3000,10.22573785,76.19826916915775
649,Kerala,Thirssur,Kodungalloor,Onion,Other,04/03/2019,950,1000,950,10.22573785,76.19826916915775
650,Kerala,Thirssur,Kodungalloor,Potato,Other,04/03/2019,1400,1400,1400,10.22573785,76.19826916915775
651,Kerala,Thirssur,Kodungalloor,Pumpkin,Other,04/03/2019,1100,1100,1100,10.22573785,76.19826916915775
652,Kerala,Thirssur,Kodungalloor,Sweet Potato,Other,04/03/2019,2200,2200,2200,10.22573785,76.19826916915775
653,Kerala,Thirssur,Kodungalloor,Tapioca,Other,04/03/2019,2000,2000,2000,10.22573785,76.19826916915775
654,Kerala,Thirssur,Kodungalloor,Tomato,Other,04/03/2019,1600,1600,1600,10.22573785,76.19826916915775
655,Kerala,Thiruvananthapuram,Maranelloor,Banana,Nendra Bale,04/03/2019,3800,4000,3900,8.576970549999999,77.05012463730725
656,Kerala,Thiruvananthapuram,Maranelloor,Banana,Nendra Bale,04/03/2019,3500,3700,3600,8.576970549999999,77.05012463730725
657,Kerala,Thiruvananthapuram,Maranelloor,Banana,Nendra Bale,04/03/2019,2500,3400,3200,8.576970549999999,77.05012463730725
658,Kerala,Thiruvananthapuram,Maranelloor,Banana,Palayamthodan,04/03/2019,1600,1800,1700,8.576970549999999,77.05012463730725
659,Kerala,Thiruvananthapuram,Maranelloor,Banana,Palayamthodan,04/03/2019,1300,1500,1400,8.576970549999999,77.05012463730725
660,Kerala,Thiruvananthapuram,Maranelloor,Banana,Palayamthodan,04/03/2019,1000,1200,1100,8.576970549999999,77.05012463730725
661,Kerala,Thiruvananthapuram,Maranelloor,Banana,Poovan,04/03/2019,2900,3200,3000,8.576970549999999,77.05012463730725
662,Kerala,Thiruvananthapuram,Maranelloor,Banana,Poovan,04/03/2019,2600,2800,2700,8.576970549999999,77.05012463730725
663,Kerala,Thiruvananthapuram,Maranelloor,Banana,Poovan,04/03/2019,3300,3500,3400,8.576970549999999,77.05012463730725
664,Kerala,Thiruvananthapuram,Maranelloor,Banana,Red Banana,04/03/2019,3800,4000,3900,8.576970549999999,77.05012463730725
665,Kerala,Thiruvananthapuram,Maranelloor,Banana,Red Banana,04/03/2019,3500,3700,3600,8.576970549999999,77.05012463730725
666,Kerala,Thiruvananthapuram,Maranelloor,Banana,Robusta,04/03/2019,1700,1900,1800,8.576970549999999,77.05012463730725
667,Kerala,Thiruvananthapuram,Maranelloor,Banana,Robusta,04/03/2019,1400,1600,1500,8.576970549999999,77.05012463730725
668,Kerala,Thiruvananthapuram,Maranelloor,Banana,Robusta,04/03/2019,1000,1300,1200,8.576970549999999,77.05012463730725
669,Kerala,Thiruvananthapuram,Parassala,Amaranthus,Amaranthus,04/03/2019,3500,4000,3500,8.576970549999999,77.05012463730725
670,Kerala,Thiruvananthapuram,Parassala,Banana,Banana - Ripe,04/03/2019,3800,4000,3800,8.576970549999999,77.05012463730725
671,Kerala,Thiruvananthapuram,Parassala,Banana,Palayamthodan,04/03/2019,1400,2000,1400,8.576970549999999,77.05012463730725
672,Kerala,Thiruvananthapuram,Parassala,Banana,Rasakathai,04/03/2019,3500,4000,3500,8.576970549999999,77.05012463730725
673,Kerala,Thiruvananthapuram,Parassala,Bitter gourd,Bitter Gourd,04/03/2019,5000,5500,5000,8.576970549999999,77.05012463730725
674,Kerala,Thiruvananthapuram,Parassala,Brinjal,Round,04/03/2019,6000,6500,6000,8.576970549999999,77.05012463730725
675,Kerala,Thiruvananthapuram,Parassala,Brinjal,Round/Long,04/03/2019,3000,3700,3000,8.576970549999999,77.05012463730725
676,Kerala,Thiruvananthapuram,Parassala,Colacasia,Colacasia,04/03/2019,4000,4500,4000,8.576970549999999,77.05012463730725
677,Kerala,Thiruvananthapuram,Parassala,Drumstick,Drumstick,04/03/2019,4000,5000,4000,8.576970549999999,77.05012463730725
678,Kerala,Thiruvananthapuram,Parassala,Ginger(Green),Green Ginger,04/03/2019,8000,9000,8000,8.576970549999999,77.05012463730725
679,Kerala,Thiruvananthapuram,Parassala,Pumpkin,Pumpkin,04/03/2019,1700,2000,1700,8.576970549999999,77.05012463730725
680,Kerala,Thiruvananthapuram,Parassala,Snakeguard,Snakeguard,04/03/2019,2600,3000,2600,8.576970549999999,77.05012463730725
681,Madhya Pradesh,Anupur,Jaithari,Paddy(Dhan)(Common),Other,04/03/2019,1750,1750,1750,23.0431285,81.795659
682,Madhya Pradesh,Badwani,Sendhwa,Bhindi(Ladies Finger),Bhindi,04/03/2019,650,850,750,21.687068399999998,75.09203149999999
683,Madhya Pradesh,Badwani,Sendhwa,Bottle gourd,Bottle Gourd,04/03/2019,550,850,700,21.687068399999998,75.09203149999999
684,Madhya Pradesh,Badwani,Sendhwa,Brinjal,Brinjal,04/03/2019,500,900,700,21.687068399999998,75.09203149999999
685,Madhya Pradesh,Badwani,Sendhwa,Cauliflower,Cauliflower,04/03/2019,550,850,700,21.687068399999998,75.09203149999999
686,Madhya Pradesh,Badwani,Sendhwa,Green Chilli,Green Chilly,04/03/2019,600,1000,800,21.687068399999998,75.09203149999999
687,Madhya Pradesh,Badwani,Sendhwa,Spinach,Other,04/03/2019,550,850,700,21.687068399999998,75.09203149999999
688,Madhya Pradesh,Badwani,Sendhwa,Tomato,Tomato,04/03/2019,600,1000,800,21.687068399999998,75.09203149999999
689,Madhya Pradesh,Dhar,Dhar,Apple,Other,04/03/2019,2000,3000,2200,22.5,75.25
690,Madhya Pradesh,Dhar,Dhar,Banana,Other,04/03/2019,1200,1200,1200,22.5,75.25
691,Madhya Pradesh,Dhar,Dhar,Soyabean,Yellow,04/03/2019,3200,3200,3200,22.5,75.25
692,Madhya Pradesh,Dhar,Dhar,Wheat,Lokwan,04/03/2019,2000,2000,2000,22.5,75.25
693,Madhya Pradesh,Dhar,Dhar(F&V),Apple,Other,04/03/2019,2000,2000,2000,22.5,75.25
694,Madhya Pradesh,Dhar,Dhar(F&V),Banana,Other,04/03/2019,800,800,800,22.5,75.25
695,Madhya Pradesh,Dhar,Dhar(F&V),Orange,Other,04/03/2019,800,1000,900,22.5,75.25
696,Madhya Pradesh,Dindori,Gorakhpur,Linseed,Other,04/03/2019,3450,3500,3475,22.90736865,80.88511429688029
697,Madhya Pradesh,Dindori,Gorakhpur,Niger Seed (Ramtil),Other,04/03/2019,4100,4200,4150,22.90736865,80.88511429688029
698,Madhya Pradesh,Dindori,Gorakhpur,Paddy(Dhan)(Common),Other,04/03/2019,1300,1350,1325,22.90736865,80.88511429688029
699,Madhya Pradesh,Dindori,Gorakhpur,Soyabean,Local,04/03/2019,3300,3400,3350,22.90736865,80.88511429688029
700,Madhya Pradesh,Jhabua,Thandla,Bhindi(Ladies Finger),Bhindi,04/03/2019,1900,2100,2000,22.88585225,74.72513368804519
701,Madhya Pradesh,Jhabua,Thandla,Bitter gourd,Other,04/03/2019,1300,1600,1450,22.88585225,74.72513368804519
702,Madhya Pradesh,Jhabua,Thandla,Bottle gourd,Bottle Gourd,04/03/2019,1600,1800,1700,22.88585225,74.72513368804519
703,Madhya Pradesh,Jhabua,Thandla,Brinjal,Brinjal,04/03/2019,1500,1700,1600,22.88585225,74.72513368804519
704,Madhya Pradesh,Jhabua,Thandla,Cabbage,Cabbage,04/03/2019,1300,1500,1400,22.88585225,74.72513368804519
705,Madhya Pradesh,Jhabua,Thandla,Cauliflower,Cauliflower,04/03/2019,1400,1600,1500,22.88585225,74.72513368804519
706,Madhya Pradesh,Jhabua,Thandla,Coriander(Leaves),Other,04/03/2019,1500,1600,1550,22.88585225,74.72513368804519
707,Madhya Pradesh,Jhabua,Thandla,Cotton,DCH-32  (Ginned),04/03/2019,5300,5600,5400,22.88585225,74.72513368804519
708,Madhya Pradesh,Jhabua,Thandla,Green Chilli,Other,04/03/2019,2100,2300,2200,22.88585225,74.72513368804519
709,Madhya Pradesh,Jhabua,Thandla,Green Gram Dal (Moong Dal),Green Gram Dal,04/03/2019,3650,3650,3650,22.88585225,74.72513368804519
710,Madhya Pradesh,Jhabua,Thandla,Methi(Leaves),Methi,04/03/2019,1200,1400,1300,22.88585225,74.72513368804519
711,Madhya Pradesh,Jhabua,Thandla,Onion,Other,04/03/2019,600,700,650,22.88585225,74.72513368804519
712,Madhya Pradesh,Jhabua,Thandla,Paddy(Dhan)(Common),1001,04/03/2019,1300,1300,1300,22.88585225,74.72513368804519
713,Madhya Pradesh,Jhabua,Thandla,Spinach,Spinach,04/03/2019,1200,1400,1300,22.88585225,74.72513368804519
714,Madhya Pradesh,Jhabua,Thandla,Tomato,Deshi,04/03/2019,1500,1600,1550,22.88585225,74.72513368804519
715,Madhya Pradesh,Jhabua,Thandla,Wheat,147 Average,04/03/2019,1900,1920,1915,22.88585225,74.72513368804519
716,Madhya Pradesh,Khandwa,Pandhana(F&V),Tomato,Deshi,04/03/2019,1200,1400,1300,21.9778642,76.5688282326971
717,Madhya Pradesh,Narsinghpur,Gadarwada,Cabbage,Cabbage,04/03/2019,700,800,750,22.946704699999998,79.1980228
718,Madhya Pradesh,Narsinghpur,Gadarwada,Coriander(Leaves),Coriander,04/03/2019,300,500,400,22.946704699999998,79.1980228
719,Madhya Pradesh,Narsinghpur,Gadarwada,Green Chilli,Green Chilly,04/03/2019,2000,2500,2250,22.946704699999998,79.1980228
