,state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price,lat,lon
0,Andaman and Nicobar,South Andaman,Port Blair,Amaranthus,Amaranthus,04/03/2019,6000,8000,7000,10.7056905,92.48746789633371
1,Andaman and Nicobar,South Andaman,Port Blair,Banana - Green,Banana - Green,04/03/2019,4500,5500,5000,10.7056905,92.48746789633371
2,Andaman and Nicobar,South Andaman,Port Blair,Bhindi(Ladies Finger),Bhindi,04/03/2019,6000,8000,7000,10.7056905,92.48746789633371
3,Andaman and Nicobar,South Andaman,Port Blair,Bitter gourd,Other,04/03/2019,6000,8000,7000,10.7056905,92.48746789633371
4,Andaman and Nicobar,South Andaman,Port Blair,Black pepper,Other,04/03/2019,110000,130000,120000,10.7056905,92.48746789633371
5,Andaman and Nicobar,South Andaman,Port Blair,Bottle gourd,Other,04/03/2019,3000,4000,3500,10.7056905,92.48746789633371
6,Andaman and Nicobar,South Andaman,Port Blair,Brinjal,Other,04/03/2019,7000,8000,7500,10.7056905,92.48746789633371
7,Andaman and Nicobar,South Andaman,Port Blair,Cabbage,Other,04/03/2019,6000,7000,6500,10.7056905,92.48746789633371
8,Andaman and Nicobar,South Andaman,Port Blair,Carrot,Other,04/03/2019,9000,11000,10000,10.7056905,92.48746789633371
9,Andaman and Nicobar,South Andaman,Port Blair,Cauliflower,Other,04/03/2019,10000,12000,11000,10.7056905,92.48746789633371
10,Andaman and Nicobar,South Andaman,Port Blair,Cluster beans,Cluster Beans,04/03/2019,8000,10000,9000,10.7056905,92.48746789633371
11,Andaman and Nicobar,South Andaman,Port Blair,Coconut,Big,04/03/2019,5400,6000,5600,10.7056905,92.48746789633371
12,Andaman and Nicobar,South Andaman,Port Blair,Colacasia,Other,04/03/2019,5000,7000,6000,10.7056905,92.48746789633371
13,Andaman and Nicobar,South Andaman,Port Blair,Onion,Other,04/03/2019,2000,3500,3000,10.7056905,92.48746789633371
14,Andaman and Nicobar,South Andaman,Port Blair,Potato,Other,04/03/2019,2000,3500,3000,10.7056905,92.48746789633371
15,Andhra Pradesh,Chittor,Kalikiri,Tomato,Local,04/03/2019,400,960,620,13.2162432,79.10507861737211
16,Andhra Pradesh,Chittor,Mulakalacheruvu,Tomato,Local,04/03/2019,200,500,300,13.2162432,79.10507861737211
17,Andhra Pradesh,Chittor,Vayalapadu,Tomato,Local,04/03/2019,400,1120,760,13.2162432,79.10507861737211
18,Andhra Pradesh,Kurnool,Banaganapalli,Bengal Gram(Gram)(Whole),Desi (Whole),04/03/2019,4500,4700,4600,15.830925099999998,78.0425373
19,Andhra Pradesh,Kurnool,Banaganapalli,Jowar(Sorghum),Jowar ( White),04/03/2019,1800,1950,1900,15.830925099999998,78.0425373
20,Andhra Pradesh,Kurnool,Banaganapalli,Paddy(Dhan)(Common),Sona Mahsuri,04/03/2019,1900,2000,1950,15.830925099999998,78.0425373
21,Andhra Pradesh,West Godavari,Attili,Paddy(Dhan)(Common),Paddy,04/03/2019,1750,1770,1760,17.0,81.166667
22,Assam,Cachar,Cachar,Lentil (Masur)(Whole),Masur Dal,04/03/2019,5200,7200,7000,24.758639950000006,92.8816647576822
23,Assam,Cachar,Cachar,Rice,Common,04/03/2019,2200,2500,2400,24.758639950000006,92.8816647576822
24,Assam,Cachar,Cachar,Rice,Fine,04/03/2019,2500,3000,2800,24.758639950000006,92.8816647576822
25,Assam,Darrang,Kharupetia,Bitter gourd,Bitter Gourd,04/03/2019,6000,6500,6400,26.75,92.5
26,Assam,Darrang,Kharupetia,Bottle gourd,Bottle Gourd,04/03/2019,800,900,850,26.75,92.5
27,Assam,Darrang,Kharupetia,Brinjal,Round,04/03/2019,800,900,850,26.75,92.5
28,Assam,Darrang,Kharupetia,Cabbage,Cabbage,04/03/2019,300,400,350,26.75,92.5
29,Assam,Darrang,Kharupetia,Carrot,Carrot,04/03/2019,1000,1100,1050,26.75,92.5
30,Assam,Darrang,Kharupetia,Cauliflower,Local,04/03/2019,1400,1500,1450,26.75,92.5
31,Assam,Darrang,Kharupetia,Cluster beans,Cluster Beans,04/03/2019,4000,4200,4100,26.75,92.5
32,Assam,Darrang,Kharupetia,Cucumbar(Kheera),Cucumbar,04/03/2019,1500,1600,1550,26.75,92.5
33,Assam,Darrang,Kharupetia,Field Pea,Field Pea,04/03/2019,2800,3000,2900,26.75,92.5
34,Assam,Darrang,Kharupetia,French Beans (Frasbean),French Beans (Frasbean),04/03/2019,2200,2300,2250,26.75,92.5
35,Assam,Darrang,Kharupetia,Green Chilli,Green Chilly,04/03/2019,3500,3700,3600,26.75,92.5
36,Assam,Darrang,Kharupetia,Knool Khol,Knool Khol,04/03/2019,900,1000,950,26.75,92.5
37,Assam,Darrang,Kharupetia,Potato,Badshah,04/03/2019,600,700,650,26.75,92.5
38,Assam,Darrang,Kharupetia,Pumpkin,Pumpkin,04/03/2019,600,700,650,26.75,92.5
39,Assam,Darrang,Kharupetia,Raddish,Raddish,04/03/2019,800,900,850,26.75,92.5
40,Assam,Darrang,Kharupetia,Tomato,Hybrid,04/03/2019,1100,1200,1150,26.75,92.5
41,Assam,Dhubri,Gauripur,Black Gram (Urd Beans)(Whole),Black Gram (Whole),04/03/2019,4300,4425,4400,26.01894625,89.9418895246152
42,Assam,Dhubri,Gauripur,Green Gram (Moong)(Whole),Green (Whole),04/03/2019,6300,6640,6400,26.01894625,89.9418895246152
43,Assam,Dhubri,Gauripur,Jute,TD-5,04/03/2019,2700,3700,2800,26.01894625,89.9418895246152
44,Assam,Dhubri,Gauripur,Maida Atta,Maida Atta,04/03/2019,2260,2550,2370,26.01894625,89.9418895246152
45,Assam,Dhubri,Gauripur,Mustard,Mustard,04/03/2019,2300,2550,2400,26.01894625,89.9418895246152
46,Assam,Dhubri,Gauripur,Rice,Fine,04/03/2019,3500,5000,4500,26.01894625,89.9418895246152
47,Assam,Dhubri,Gauripur,Rice,Medium,04/03/2019,1800,3000,2500,26.01894625,89.9418895246152
48,Assam,Dhubri,Gauripur,Wheat Atta,Wheat Atta,04/03/2019,2200,2400,2300,26.01894625,89.9418895246152
49,Assam,Jorhat,Jorhat,Garlic,Garlic,04/03/2019,3500,6000,5000,26.757792499999997,94.2079645
50,Assam,Jorhat,Jorhat,Green Gram (Moong)(Whole),Green (Whole),04/03/2019,6200,6800,6600,26.757792499999997,94.2079645
51,Assam,Jorhat,Jorhat,Masur Dal,Masur Dal,04/03/2019,5200,6600,6200,26.757792499999997,94.2079645
52,Assam,Jorhat,Jorhat,Onion,Onion,04/03/2019,1150,1250,1200,26.757792499999997,94.2079645
53,Assam,Jorhat,Jorhat,Potato,Potato,04/03/2019,500,580,550,26.757792499999997,94.2079645
54,Assam,Jorhat,Jorhat,Rice,Common,04/03/2019,2500,7000,3200,26.757792499999997,94.2079645
55,Assam,Jorhat,Jorhat,Wheat Atta,Wheat Atta,04/03/2019,2600,3200,2800,26.757792499999997,94.2079645
56,Assam,Kamrup,Pamohi(Garchuk),Bitter gourd,Bitter Gourd,04/03/2019,5000,6000,5500,26.12755515,91.2998714797357
57,Assam,Kamrup,Pamohi(Garchuk),Brinjal,Brinjal,04/03/2019,1200,1400,1300,26.12755515,91.2998714797357
58,Assam,Kamrup,Pamohi(Garchuk),Cabbage,Cabbage,04/03/2019,300,600,500,26.12755515,91.2998714797357
59,Assam,Kamrup,Pamohi(Garchuk),Carrot,Carrot,04/03/2019,700,1200,1000,26.12755515,91.2998714797357
60,Assam,Kamrup,Pamohi(Garchuk),Cauliflower,Cauliflower,04/03/2019,1800,2000,1900,26.12755515,91.2998714797357
61,Assam,Kamrup,Pamohi(Garchuk),Cucumbar(Kheera),Cucumbar,04/03/2019,1600,2200,2000,26.12755515,91.2998714797357
62,Assam,Kamrup,Pamohi(Garchuk),Garlic,Garlic,04/03/2019,4000,5000,4500,26.12755515,91.2998714797357
63,Assam,Kamrup,Pamohi(Garchuk),Green Chilli,Green Chilly,04/03/2019,1500,3000,1600,26.12755515,91.2998714797357
64,Assam,Kamrup,Pamohi(Garchuk),Onion,Onion,04/03/2019,950,1150,1100,26.12755515,91.2998714797357
65,Assam,Kamrup,Pamohi(Garchuk),Potato,Potato,04/03/2019,600,750,700,26.12755515,91.2998714797357
66,Assam,Kamrup,Pamohi(Garchuk),Pumpkin,Pumpkin,04/03/2019,800,1000,900,26.12755515,91.2998714797357
67,Assam,Kamrup,Pamohi(Garchuk),Raddish,Raddish,04/03/2019,1000,1200,1100,26.12755515,91.2998714797357
68,Assam,Kamrup,Pamohi(Garchuk),Ridgeguard(Tori),Ridgeguard(Tori),04/03/2019,4000,4200,4100,26.12755515,91.2998714797357
69,Assam,Kamrup,Pamohi(Garchuk),Tomato,Tomato,04/03/2019,1400,1500,1450,26.12755515,91.2998714797357
70,Assam,Sonitpur,Dhekiajuli,Arecanut(Betelnut/Supari),Raw,04/03/2019,2000,2200,2200,26.76777075,92.7014088585053
71,Assam,Sonitpur,Dhekiajuli,Arhar (Tur/Red Gram)(Whole),Other,04/03/2019,5700,5850,5850,26.76777075,92.7014088585053
72,Assam,Sonitpur,Dhekiajuli,Brinjal,Other,04/03/2019,700,750,750,26.76777075,92.7014088585053
73,Assam,Sonitpur,Dhekiajuli,Cabbage,Other,04/03/2019,650,700,700,26.76777075,92.7014088585053
74,Assam,Sonitpur,Dhekiajuli,Green Chilli,Green Chilly,04/03/2019,1800,2000,2000,26.76777075,92.7014088585053
75,Assam,Sonitpur,Dhekiajuli,Jute,TD-5,04/03/2019,3600,3900,3900,26.76777075,92.7014088585053
76,Assam,Sonitpur,Dhekiajuli,Maize,Other,04/03/2019,1700,1800,1800,26.76777075,92.7014088585053
77,Assam,Sonitpur,Dhekiajuli,Mustard,Other,04/03/2019,4000,4100,4100,26.76777075,92.7014088585053
78,Assam,Sonitpur,Dhekiajuli,Rice,Common,04/03/2019,2200,2500,2400,26.76777075,92.7014088585053
79,Assam,Sonitpur,Dhekiajuli,Rice,Fine,04/03/2019,2700,2900,2800,26.76777075,92.7014088585053
80,Chattisgarh,Bastar,Jagdalpur,Dry Chillies,Dry,04/03/2019,4000,4410,4200,19.11912825,81.82918648971712
81,Chattisgarh,Kanker,Charama,Paddy(Dhan)(Common),Other,04/03/2019,1500,1500,1500,20.1270026,80.98109349472911
82,Chattisgarh,Kanker,Lakhanpuri,Paddy(Dhan)(Common),Other,04/03/2019,1500,1500,1500,20.1270026,80.98109349472911
83,Chattisgarh,Kanker,Narharpur,Paddy(Dhan)(Common),Other,04/03/2019,1500,1500,1500,20.1270026,80.98109349472911
84,Chattisgarh,Surajpur,Pratappur,Groundnut,Other,04/03/2019,4900,4900,4900,23.35151515,82.97290272665015
85,Goa,North Goa,Sanquelim,Arecanut(Betelnut/Supari),Red,04/03/2019,19000,20000,19500,15.60444125,74.00172406307475
86,Goa,North Goa,Sanquelim,Arecanut(Betelnut/Supari),Supari,04/03/2019,21500,23000,22250,15.60444125,74.00172406307475
87,Goa,North Goa,Sanquelim,Arecanut(Betelnut/Supari),White,04/03/2019,20000,21000,20500,15.60444125,74.00172406307475
88,Gujarat,Amreli,Damnagar,Bhindi(Ladies Finger),Bhindi,04/03/2019,1450,1650,1550,20.866667,70.75
89,Gujarat,Amreli,Damnagar,Brinjal,Other,04/03/2019,1000,1200,1100,20.866667,70.75
90,Gujarat,Amreli,Damnagar,Capsicum,Capsicum,04/03/2019,1200,1400,1300,20.866667,70.75
91,Gujarat,Amreli,Damnagar,Guar,Gwar,04/03/2019,1500,1700,1600,20.866667,70.75
92,Gujarat,Amreli,Damnagar,Lemon,Lemon,04/03/2019,1200,1400,1300,20.866667,70.75
93,Gujarat,Anand,Khambhat(Grain Market),Bajra(Pearl Millet/Cumbu),Other,04/03/2019,2040,2120,2080,22.5584995,72.96256290000001
94,Gujarat,Anand,Umreth,Bajra(Pearl Millet/Cumbu),Deshi,04/03/2019,1950,2025,2015,22.5584995,72.96256290000001
95,Gujarat,Anand,Umreth,Castor Seed,Castor seed,04/03/2019,4800,4950,4870,22.5584995,72.96256290000001
96,Gujarat,Bharuch,Ankleshwar,Bhindi(Ladies Finger),Bhindi,04/03/2019,2750,3650,3425,21.75,73.0
97,Gujarat,Bharuch,Ankleshwar,Bottle gourd,Bottle Gourd,04/03/2019,1400,2100,1850,21.75,73.0
98,Gujarat,Bharuch,Ankleshwar,Brinjal,Round,04/03/2019,425,875,650,21.75,73.0
99,Gujarat,Bharuch,Ankleshwar,Cabbage,Cabbage,04/03/2019,750,1000,925,21.75,73.0
100,Gujarat,Bharuch,Ankleshwar,Capsicum,Capsicum,04/03/2019,2150,3000,2600,21.75,73.0
101,Gujarat,Bharuch,Ankleshwar,Carrot,Carrot,04/03/2019,650,875,825,21.75,73.0
102,Gujarat,Bharuch,Ankleshwar,Cauliflower,Local,04/03/2019,650,1500,1100,21.75,73.0
103,Gujarat,Bharuch,Ankleshwar,Coriander(Leaves),Coriander,04/03/2019,550,1000,825,21.75,73.0
104,Gujarat,Bharuch,Ankleshwar,Cowpea(Veg),Cowpea (Veg),04/03/2019,2750,3650,3425,21.75,73.0
105,Gujarat,Bharuch,Ankleshwar,Cucumbar(Kheera),Cucumbar,04/03/2019,1500,2400,2175,21.75,73.0
106,Gujarat,Bharuch,Ankleshwar,Drumstick,Drumstick,04/03/2019,2800,3700,3475,21.75,73.0
107,Gujarat,Bharuch,Ankleshwar,Elephant Yam (Suran),Elephant Yam (Suran),04/03/2019,2150,3000,2825,21.75,73.0
108,Gujarat,Bharuch,Ankleshwar,Ginger(Green),Green Ginger,04/03/2019,5450,6350,6100,21.75,73.0
109,Gujarat,Bharuch,Ankleshwar,Green Chilli,Green Chilly,04/03/2019,2600,3300,3000,21.75,73.0
110,Gujarat,Bharuch,Ankleshwar,Indian Beans (Seam),Indian Beans (Seam),04/03/2019,1000,1700,1450,21.75,73.0
111,Gujarat,Bharuch,Ankleshwar,Lemon,Lemon,04/03/2019,3250,3950,3700,21.75,73.0
112,Gujarat,Bharuch,Ankleshwar,Methi(Leaves),Methi,04/03/2019,600,1000,825,21.75,73.0
113,Gujarat,Bharuch,Ankleshwar,Onion Green,Onion Green,04/03/2019,1000,1400,1225,21.75,73.0
114,Gujarat,Bharuch,Ankleshwar,Peas cod,Peas cod,04/03/2019,1100,1500,1325,21.75,73.0
115,Gujarat,Bharuch,Ankleshwar,Pegeon Pea (Arhar Fali),Pigeon Pea (Arhar Fali),04/03/2019,2750,3650,3475,21.75,73.0
116,Gujarat,Bharuch,Ankleshwar,Sponge gourd,Sponge gourd,04/03/2019,1325,1725,1500,21.75,73.0
117,Gujarat,Bharuch,Ankleshwar,Surat Beans (Papadi),Surat Beans (Papadi),04/03/2019,2225,2625,2450,21.75,73.0
118,Gujarat,Bharuch,Ankleshwar,Sweet Potato,Sweet Potato,04/03/2019,2225,3125,2900,21.75,73.0
119,Gujarat,Bharuch,Ankleshwar,Tinda,Tinda,04/03/2019,2750,3450,3150,21.75,73.0
120,Gujarat,Bharuch,Ankleshwar,Tomato,Tomato,04/03/2019,750,1650,1425,21.75,73.0
121,Gujarat,Kachchh,Bachau,Guar Seed(Cluster Beans Seed),Whole,04/03/2019,4000,4025,4010,23.583333,70.0
122,Gujarat,Kheda,Nadiyad(Chaklasi),Potato,Potato,04/03/2019,600,800,700,22.75,72.833333
123,Gujarat,Kheda,Nadiyad(Chaklasi),Sweet Potato,Sweet Potato,04/03/2019,1250,1650,1450,22.75,72.833333
124,Gujarat,Panchmahals,Gogamba,Arhar (Tur/Red Gram)(Whole),Other,04/03/2019,4800,4900,4850,22.777,73.633
125,Gujarat,Panchmahals,Gogamba,Cotton,Other,04/03/2019,4500,4600,4550,22.777,73.633
126,Gujarat,Panchmahals,Gogamba,Maize,Deshi White,04/03/2019,1850,1950,1900,22.777,73.633
127,Gujarat,Panchmahals,Gogamba,Paddy(Dhan)(Common),G. R. 11,04/03/2019,1500,1550,1525,22.777,73.633
128,Gujarat,Panchmahals,Gogamba,Wheat,Other,04/03/2019,1850,1950,1900,22.777,73.633
129,Gujarat,Panchmahals,Gogamba(Similiya),Bajra(Pearl Millet/Cumbu),Other,04/03/2019,1750,1850,1800,22.777,73.633
130,Gujarat,Panchmahals,Gogamba(Similiya),Maize,Deshi White,04/03/2019,1800,1900,1850,22.777,73.633
131,Gujarat,Panchmahals,Gogamba(Similiya),Paddy(Dhan)(Common),Other,04/03/2019,1400,1450,1425,22.777,73.633
132,Gujarat,Surat,Bardoli(Katod),Brinjal,Other,04/03/2019,600,1400,1150,21.186460699999998,72.80812809999999
133,Gujarat,Surat,Bardoli(Katod),Cabbage,Other,04/03/2019,700,1250,1100,21.186460699999998,72.80812809999999
134,Gujarat,Surat,Bardoli(Katod),Tomato,Other,04/03/2019,700,1600,1300,21.186460699999998,72.80812809999999
135,Gujarat,Surat,Mandvi,Bhindi(Ladies Finger),Other,04/03/2019,3755,3755,3755,21.186460699999998,72.80812809999999
136,Gujarat,Surat,Mandvi,Brinjal,Other,04/03/2019,600,1765,1182,21.186460699999998,72.80812809999999
137,Gujarat,Surat,Mandvi,Cowpea(Veg),Other,04/03/2019,1900,3955,2927,21.186460699999998,72.80812809999999
138,Gujarat,Surat,Mandvi,Paddy(Dhan)(Common),Other,04/03/2019,1450,1500,1475,21.186460699999998,72.80812809999999
139,Gujarat,Surat,Mandvi,Pegeon Pea (Arhar Fali),Other,04/03/2019,2010,4000,3005,21.186460699999998,72.80812809999999
140,Gujarat,Surat,Mandvi,Surat Beans (Papadi),Other,04/03/2019,2300,3995,3147,21.186460699999998,72.80812809999999
141,Gujarat,Surat,Mandvi,Tomato,Other,04/03/2019,670,2105,1387,21.186460699999998,72.80812809999999
142,Gujarat,Surat,S.Mandvi,Bhindi(Ladies Finger),Other,04/03/2019,3755,3755,3755,21.186460699999998,72.80812809999999
143,Gujarat,Surat,S.Mandvi,Brinjal,Other,04/03/2019,600,1765,1182,21.186460699999998,72.80812809999999
144,Gujarat,Surat,S.Mandvi,Cowpea(Veg),Other,04/03/2019,1900,3955,2927,21.186460699999998,72.80812809999999
145,Gujarat,Surat,S.Mandvi,Paddy(Dhan)(Common),Other,04/03/2019,1450,1500,1475,21.186460699999998,72.80812809999999
146,Gujarat,Surat,S.Mandvi,Pegeon Pea (Arhar Fali),Other,04/03/2019,2010,4000,3005,21.186460699999998,72.80812809999999
147,Gujarat,Surat,S.Mandvi,Surat Beans (Papadi),Other,04/03/2019,2300,3995,3147,21.186460699999998,72.80812809999999
148,Gujarat,Surat,S.Mandvi,Tomato,Other,04/03/2019,670,2105,1387,21.186460699999998,72.80812809999999
149,Gujarat,Surat,Vyra,Bitter gourd,Bitter Gourd,04/03/2019,4800,5250,5025,21.186460699999998,72.80812809999999
150,Gujarat,Surat,Vyra,Bottle gourd,Other,04/03/2019,800,1300,1050,21.186460699999998,72.80812809999999
151,Gujarat,Surat,Vyra,Brinjal,Brinjal,04/03/2019,500,800,650,21.186460699999998,72.80812809999999
152,Gujarat,Surat,Vyra,Cabbage,Other,04/03/2019,800,1100,950,21.186460699999998,72.80812809999999
153,Gujarat,Surat,Vyra,Cauliflower,Other,04/03/2019,2000,2500,2250,21.186460699999998,72.80812809999999
154,Gujarat,Surat,Vyra,Cucumbar(Kheera),Other,04/03/2019,2250,2750,2500,21.186460699999998,72.80812809999999
155,Gujarat,Surat,Vyra,Gram Raw(Chholia),Other,04/03/2019,1750,2250,2000,21.186460699999998,72.80812809999999
156,Gujarat,Surat,Vyra,Guar,Other,04/03/2019,4500,6000,5200,21.186460699999998,72.80812809999999
157,Gujarat,Surat,Vyra,Little gourd (Kundru),Other,04/03/2019,3250,3500,3350,21.186460699999998,72.80812809999999
158,Gujarat,Surat,Vyra,Paddy(Dhan)(Common),Sabnam,04/03/2019,1665,1730,1697,21.186460699999998,72.80812809999999
159,Gujarat,Surat,Vyra,Pegeon Pea (Arhar Fali),Other,04/03/2019,2750,3000,2850,21.186460699999998,72.80812809999999
160,Gujarat,Surat,Vyra,Ridgeguard(Tori),Other,04/03/2019,2500,3000,2750,21.186460699999998,72.80812809999999
161,Gujarat,Surat,Vyra,Round gourd,Other,04/03/2019,1300,1500,1400,21.186460699999998,72.80812809999999
162,Gujarat,Surat,Vyra,Tomato,Other,04/03/2019,1100,1500,1300,21.186460699999998,72.80812809999999
163,Gujarat,Vadodara(Baroda),Bodeli,Cotton,Shanker 6 (B) 30mm FIne,04/03/2019,5301,5520,5400,22.33681675,73.227074935578
164,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Cotton,Shanker 6 (B) 30mm FIne,04/03/2019,5301,5514,5400,22.33681675,73.227074935578
165,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Cotton,Shanker 6 (B) 30mm FIne,04/03/2019,5301,5517,5400,22.33681675,73.227074935578
166,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Cotton,Shanker 6 (B) 30mm FIne,04/03/2019,5301,5519,5400,22.33681675,73.227074935578
167,Gujarat,Vadodara(Baroda),Padra,Bhindi(Ladies Finger),Other,04/03/2019,3500,4000,3800,22.33681675,73.227074935578
168,Gujarat,Vadodara(Baroda),Padra,Bitter gourd,Other,04/03/2019,3500,4000,3800,22.33681675,73.227074935578
169,Gujarat,Vadodara(Baroda),Padra,Bottle gourd,Other,04/03/2019,1500,2000,1750,22.33681675,73.227074935578
170,Gujarat,Vadodara(Baroda),Padra,Brinjal,Other,04/03/2019,400,1000,750,22.33681675,73.227074935578
171,Gujarat,Vadodara(Baroda),Padra,Carrot,Other,04/03/2019,750,1000,850,22.33681675,73.227074935578
172,Gujarat,Vadodara(Baroda),Padra,Cauliflower,Other,04/03/2019,1000,1300,1250,22.33681675,73.227074935578
173,Gujarat,Vadodara(Baroda),Padra,Coriander(Leaves),Other,04/03/2019,2500,3500,3000,22.33681675,73.227074935578
174,Gujarat,Vadodara(Baroda),Padra,Cowpea(Veg),Other,04/03/2019,3000,3500,3300,22.33681675,73.227074935578
175,Gujarat,Vadodara(Baroda),Padra,Cucumbar(Kheera),Other,04/03/2019,1250,2500,1750,22.33681675,73.227074935578
176,Gujarat,Vadodara(Baroda),Padra,Drumstick,Other,04/03/2019,1250,1750,1400,22.33681675,73.227074935578
177,Gujarat,Vadodara(Baroda),Padra,Elephant Yam (Suran),Other,04/03/2019,1500,1750,1650,22.33681675,73.227074935578
178,Gujarat,Vadodara(Baroda),Padra,Ginger(Green),Other,04/03/2019,6000,6500,6300,22.33681675,73.227074935578
179,Gujarat,Vadodara(Baroda),Padra,Green Chilli,Green Chilly,04/03/2019,2750,3500,3000,22.33681675,73.227074935578
180,Gujarat,Vadodara(Baroda),Padra,Indian Beans (Seam),Other,04/03/2019,2000,2250,2100,22.33681675,73.227074935578
181,Gujarat,Vadodara(Baroda),Padra,Leafy Vegetable,Leafy Vegetables,04/03/2019,500,1000,750,22.33681675,73.227074935578
182,Gujarat,Vadodara(Baroda),Padra,Lemon,Other,04/03/2019,3500,5000,4150,22.33681675,73.227074935578
183,Gujarat,Vadodara(Baroda),Padra,Methi(Leaves),Other,04/03/2019,700,1000,850,22.33681675,73.227074935578
184,Gujarat,Vadodara(Baroda),Padra,Mint(Pudina),Other,04/03/2019,1000,1500,1300,22.33681675,73.227074935578
185,Gujarat,Vadodara(Baroda),Padra,Onion,Other,04/03/2019,500,700,600,22.33681675,73.227074935578
186,Gujarat,Vadodara(Baroda),Padra,Papaya (Raw),Other,04/03/2019,700,1000,850,22.33681675,73.227074935578
187,Gujarat,Vadodara(Baroda),Padra,Peas cod,Other,04/03/2019,1500,1750,1600,22.33681675,73.227074935578
188,Gujarat,Vadodara(Baroda),Padra,Pegeon Pea (Arhar Fali),Other,04/03/2019,2500,3500,3000,22.33681675,73.227074935578
189,Gujarat,Vadodara(Baroda),Padra,Potato,Other,04/03/2019,600,750,700,22.33681675,73.227074935578
190,Gujarat,Vadodara(Baroda),Padra,Pumpkin,Other,04/03/2019,500,2000,950,22.33681675,73.227074935578
191,Gujarat,Vadodara(Baroda),Padra,Raddish,Other,04/03/2019,800,1000,850,22.33681675,73.227074935578
192,Gujarat,Vadodara(Baroda),Padra,Spinach,Other,04/03/2019,450,500,475,22.33681675,73.227074935578
193,Gujarat,Vadodara(Baroda),Padra,Sponge gourd,Other,04/03/2019,1750,2250,1950,22.33681675,73.227074935578
194,Gujarat,Vadodara(Baroda),Padra,Surat Beans (Papadi),Other,04/03/2019,2000,3000,2500,22.33681675,73.227074935578
195,Gujarat,Vadodara(Baroda),Padra,Sweet Potato,Other,04/03/2019,1500,2000,1700,22.33681675,73.227074935578
196,Gujarat,Vadodara(Baroda),Padra,Tomato,Other,04/03/2019,1200,1500,1350,22.33681675,73.227074935578
197,Gujarat,Valsad,Chikli(Khorgam),Bitter gourd,Other,04/03/2019,5500,6250,5875,20.4324018,73.1411715553577
198,Gujarat,Valsad,Chikli(Khorgam),Bottle gourd,Other,04/03/2019,1250,1500,1375,20.4324018,73.1411715553577
199,Gujarat,Valsad,Chikli(Khorgam),Pointed gourd (Parval),Other,04/03/2019,5000,5500,5250,20.4324018,73.1411715553577
200,Gujarat,Valsad,Chikli(Khorgam),Tinda,Other,04/03/2019,2750,3000,2875,20.4324018,73.1411715553577
201,Haryana,Ambala,Shahzadpur,Banana,Other,04/03/2019,3000,3000,3000,30.3843674,76.770421
202,Haryana,Ambala,Shahzadpur,Ber(Zizyphus/Borehannu),Ber(Zizyphus),04/03/2019,2000,4000,3000,30.3843674,76.770421
203,Haryana,Ambala,Shahzadpur,Carrot,Carrot,04/03/2019,700,700,700,30.3843674,76.770421
204,Haryana,Ambala,Shahzadpur,Coriander(Leaves),Coriander,04/03/2019,1000,1805,1805,30.3843674,76.770421
205,Haryana,Ambala,Shahzadpur,Garlic,Desi,04/03/2019,3000,3000,3000,30.3843674,76.770421
206,Haryana,Ambala,Shahzadpur,Ginger(Green),Green Ginger,04/03/2019,8000,8000,8000,30.3843674,76.770421
207,Haryana,Ambala,Shahzadpur,Grapes,Green,04/03/2019,4000,4000,4000,30.3843674,76.770421
208,Haryana,Ambala,Shahzadpur,Green Chilli,Green Chilly,04/03/2019,4500,5200,5000,30.3843674,76.770421
209,Haryana,Ambala,Shahzadpur,Kinnow,Other,04/03/2019,1200,2000,1500,30.3843674,76.770421
210,Haryana,Ambala,Shahzadpur,Leafy Vegetable,Leafy Vegetables,04/03/2019,1000,1000,1000,30.3843674,76.770421
211,Haryana,Ambala,Shahzadpur,Methi(Leaves),Methi,04/03/2019,1200,1500,1410,30.3843674,76.770421
212,Haryana,Ambala,Shahzadpur,Peas Wet,Peas Wet,04/03/2019,1000,1400,1200,30.3843674,76.770421
213,Haryana,Ambala,Shahzadpur,Potato,Local,04/03/2019,325,350,325,30.3843674,76.770421
214,Haryana,Ambala,Shahzadpur,Raddish,Raddish,04/03/2019,500,600,600,30.3843674,76.770421
215,Haryana,Ambala,Shahzadpur,Spinach,Spinach,04/03/2019,600,715,715,30.3843674,76.770421
216,Haryana,Faridabad,Faridabad,Apple,Other,04/03/2019,4000,6000,5000,28.4029786,77.3103837
217,Haryana,Faridabad,Faridabad,Cabbage,Other,04/03/2019,400,500,450,28.4029786,77.3103837
218,Haryana,Faridabad,Faridabad,Carrot,Other,04/03/2019,400,500,450,28.4029786,77.3103837
219,Haryana,Faridabad,Faridabad,Cauliflower,Cauliflower,04/03/2019,1500,2500,2000,28.4029786,77.3103837
220,Haryana,Faridabad,Faridabad,Grapes,Other,04/03/2019,3000,5000,4000,28.4029786,77.3103837
221,Haryana,Faridabad,Faridabad,Green Chilli,Other,04/03/2019,2800,3000,2900,28.4029786,77.3103837
222,Haryana,Faridabad,Faridabad,Kinnow,Kinnow,04/03/2019,1000,1500,1250,28.4029786,77.3103837
